cadence,year,slice,sym,trailing_perf,best_ti,fast,slow,captured_return,perfect_return,capture_rate
15m,2020,W1,BCHUSDT,0.0992,"EMA(5,50)",5,50,0.0016,0.1038,0.0151
15m,2020,W1,LTCUSDT,0.0352,"EMA(20,100)",20,100,0.0238,0.0526,0.4528
15m,2020,W1,DASHUSDT,-0.0035,"SMA(5,20)",5,20,0.0,0.0167,0.0
15m,2020,W1,TRXUSDT,-0.009,"SMA(20,50)",20,50,-0.0048,0.017,0.0
15m,2020,W2,DASHUSDT,0.6284,"SMA(20,50)",20,50,0.3801,0.7972,0.4768
15m,2020,W2,BCHUSDT,0.4337,"SMA(10,50)",10,50,0.3181,0.5097,0.6242
15m,2020,W2,ETCUSDT,0.3826,"SMA(20,50)",20,50,0.2481,0.4367,0.568
15m,2020,W2,LTCUSDT,0.2548,"SMA(20,50)",20,50,0.1749,0.3292,0.5313
15m,2020,W2,ZECUSDT,0.19,"SMA(10,20)",10,20,0.0226,0.19,0.1187
15m,2020,W2,TRXUSDT,0.1672,"SMA(5,50)",5,50,0.141,0.2226,0.6334
15m,2020,W2,XLMUSDT,0.079,"EMA(5,20)",5,20,0.004,0.0799,0.0499
15m,2020,W2,BTCUSDT,0.0683,"EMA(10,20)",10,20,0.0898,0.1468,0.6119
15m,2020,W2,LINKUSDT,0.0486,"SMA(20,50)",20,50,0.0868,0.1005,0.8637
15m,2020,W3,ETCUSDT,0.3174,"EMA(20,100)",20,100,0.0336,0.3174,0.1057
15m,2020,W3,XLMUSDT,0.1957,"SMA(10,20)",10,20,-0.0019,0.2186,0.0
15m,2020,W3,ZECUSDT,0.1373,"SMA(10,50)",10,50,0.0135,0.149,0.0904
15m,2020,W3,LINKUSDT,0.126,"SMA(10,20)",10,20,0.0064,0.1667,0.0386
15m,2020,W3,DASHUSDT,0.1012,"EMA(5,20)",5,20,0.0042,0.2012,0.0208
15m,2020,W3,ADAUSDT,0.0939,"SMA(10,20)",10,20,0.0131,0.102,0.1289
15m,2020,W3,BNBUSDT,0.0486,"EMA(5,50)",5,50,0.054,0.1103,0.4893
15m,2020,W3,TRXUSDT,0.0389,"SMA(20,50)",20,50,0.0496,0.0736,0.6737
15m,2020,W3,XRPUSDT,0.0349,"SMA(20,100)",20,100,0.0152,0.0565,0.2691
15m,2020,W3,ETHUSDT,0.0247,"SMA(5,100)",5,100,0.0206,0.065,0.3163
15m,2020,W3,ATOMUSDT,0.0061,"SMA(20,50)",20,50,0.0334,0.0832,0.402
15m,2020,W3,ALGOUSDT,0.002,"SMA(10,50)",10,50,0.0415,0.0707,0.5872
15m,2020,W3,BTCUSDT,-0.0111,"EMA(5,20)",5,20,0.0061,0.0251,0.2423
15m,2020,W3,LTCUSDT,-0.013,"SMA(10,50)",10,50,0.0093,0.0494,0.1881
15m,2020,W3,BCHUSDT,-0.0227,"EMA(10,50)",10,50,0.0032,0.0956,0.0339
15m,2020,W4,ETCUSDT,0.2687,"SMA(10,100)",10,100,0.3533,0.4339,0.8142
15m,2020,W4,ADAUSDT,0.1471,"EMA(5,100)",5,100,0.2151,0.2829,0.7603
15m,2020,W4,BCHUSDT,0.101,"SMA(10,20)",10,20,0.0314,0.2667,0.1177
15m,2020,W4,TRXUSDT,0.0742,"EMA(10,50)",10,50,0.1495,0.1906,0.7847
15m,2020,W4,BTCUSDT,0.0739,"EMA(10,100)",10,100,0.1218,0.1385,0.8797
15m,2020,W4,ZECUSDT,0.0681,"SMA(5,20)",5,20,0.03,0.2311,0.1299
15m,2020,W4,LTCUSDT,0.051,"EMA(5,20)",5,20,0.0317,0.1845,0.1718
15m,2020,W4,DASHUSDT,0.0427,"SMA(5,20)",5,20,0.0182,0.2285,0.0798
15m,2020,W4,ETHUSDT,0.0366,"SMA(20,100)",20,100,0.092,0.1281,0.7185
15m,2020,W4,XRPUSDT,0.0066,"SMA(5,100)",5,100,0.0841,0.1166,0.7213
15m,2020,W4,BNBUSDT,-0.0032,"EMA(20,100)",20,100,0.0618,0.098,0.6309
15m,2020,W4,LINKUSDT,-0.0069,"EMA(20,100)",20,100,0.0704,0.1197,0.5877
15m,2020,W4,ATOMUSDT,-0.0136,"SMA(20,100)",20,100,0.0221,0.0536,0.4122
15m,2020,W4,ALGOUSDT,-0.021,"EMA(20,100)",20,100,0.027,0.057,0.4747
15m,2020,W4,XLMUSDT,-0.0341,"EMA(20,100)",20,100,0.0657,0.1043,0.6299
15m,2021,W1,ETHUSDT,0.6748,"EMA(20,100)",20,100,0.6316,0.7084,0.8916
15m,2021,W1,SOLUSDT,0.4962,"SMA(10,100)",10,100,0.0972,0.4966,0.1956
15m,2021,W1,XRPUSDT,0.4957,"SMA(5,100)",5,100,0.415,0.4959,0.8369
15m,2021,W1,BTCUSDT,0.3732,"SMA(5,100)",5,100,0.2483,0.3732,0.6652
15m,2021,W1,LTCUSDT,0.3708,"EMA(20,100)",20,100,0.1039,0.3771,0.2756
15m,2021,W1,BCHUSDT,0.33,"EMA(20,100)",20,100,0.0959,0.3434,0.2791
15m,2021,W1,FETUSDT,0.3112,"SMA(5,20)",5,20,-0.0376,0.3703,0.0
15m,2021,W1,ZENUSDT,0.2724,"SMA(10,20)",10,20,-0.0169,0.2967,0.0
15m,2021,W1,UNIUSDT,0.251,"SMA(10,20)",10,20,-0.0189,0.3898,0.0
15m,2021,W1,ENJUSDT,0.2505,"EMA(20,100)",20,100,0.1626,0.2741,0.5932
15m,2021,W1,HBARUSDT,0.1865,"EMA(20,100)",20,100,0.1209,0.2578,0.4691
15m,2021,W1,BNBUSDT,0.1767,"SMA(20,100)",20,100,0.0853,0.1838,0.4644
15m,2021,W1,INJUSDT,0.1428,"EMA(5,20)",5,20,-0.0083,0.3035,0.0
15m,2021,W1,JSTUSDT,0.0959,"EMA(20,100)",20,100,0.0419,0.1048,0.4001
15m,2021,W1,ZECUSDT,0.0721,"EMA(10,100)",10,100,0.1438,0.2311,0.6223
15m,2021,W2,AVAXUSDT,1.0884,"EMA(5,100)",5,100,0.2238,1.2933,0.173
15m,2021,W2,ZECUSDT,0.6334,"SMA(5,20)",5,20,0.0009,0.821,0.0011
15m,2021,W2,DOTUSDT,0.4958,"EMA(5,50)",5,50,0.7422,0.973,0.7628
15m,2021,W2,INJUSDT,0.4353,"EMA(10,50)",10,50,0.5119,0.7759,0.6598
15m,2021,W2,HBARUSDT,0.3877,"EMA(20,100)",20,100,0.2628,0.5071,0.5183
15m,2021,W2,SOLUSDT,0.3617,"SMA(10,20)",10,20,0.0033,0.5002,0.0067
15m,2021,W2,AAVEUSDT,0.2795,"SMA(20,100)",20,100,0.3056,0.5528,0.5529
15m,2021,W2,BCHUSDT,0.1712,"SMA(20,50)",20,50,0.1472,0.2973,0.4953
15m,2021,W2,NEARUSDT,0.1441,"EMA(20,100)",20,100,0.1253,0.2723,0.4601
15m,2021,W2,LINKUSDT,0.1169,"SMA(5,100)",5,100,0.2561,0.435,0.5887
15m,2021,W2,UNIUSDT,0.1088,"EMA(10,100)",10,100,0.2534,0.5452,0.4649
15m,2021,W2,CRVUSDT,0.1037,"SMA(10,100)",10,100,0.2647,0.4778,0.5539
15m,2021,W2,FETUSDT,0.0789,"SMA(20,50)",20,50,0.3344,0.3959,0.8447
15m,2021,W2,ETCUSDT,0.0689,"EMA(10,100)",10,100,0.0723,0.2282,0.3167
15m,2021,W2,JSTUSDT,0.0572,"SMA(20,100)",20,100,0.0905,0.2271,0.3982
15m,2021,W2,ATOMUSDT,0.0255,"EMA(5,20)",5,20,0.0,0.2881,0.0
15m,2021,W2,ADAUSDT,0.0193,"SMA(5,20)",5,20,0.0,0.3447,0.0
15m,2021,W2,ETHUSDT,0.0027,"SMA(5,100)",5,100,0.1608,0.3363,0.4782
15m,2021,W2,CHZUSDT,-0.0067,"EMA(20,100)",20,100,0.0949,0.2497,0.3798
15m,2021,W2,BTCUSDT,-0.012,"SMA(10,100)",10,100,0.131,0.2814,0.4656
15m,2021,W2,ALGOUSDT,-0.0154,"EMA(5,100)",5,100,0.1214,0.2144,0.5662
15m,2021,W2,DOGEUSDT,-0.024,"SMA(20,50)",20,50,0.1674,0.408,0.4103
15m,2021,W3,CRVUSDT,1.0253,"EMA(20,100)",20,100,0.1289,1.0753,0.1199
15m,2021,W3,NEARUSDT,0.2393,"SMA(20,50)",20,50,-0.0889,0.263,0.0
15m,2021,W3,AAVEUSDT,0.0685,"SMA(20,50)",20,50,-0.0941,0.0909,0.0
15m,2021,W4,DOGEUSDT,3.4821,"EMA(10,20)",10,20,3.3922,3.982,0.8519
15m,2021,W4,UNIUSDT,0.9048,"SMA(20,50)",20,50,-0.007,0.9681,0.0
15m,2021,W4,AAVEUSDT,0.8917,"EMA(20,100)",20,100,0.099,0.9854,0.1005
15m,2021,W4,ZENUSDT,0.3219,"EMA(10,50)",10,50,0.139,0.409,0.3398
15m,2021,W4,SOLUSDT,0.2971,"SMA(5,50)",5,50,0.0191,0.4876,0.0392
15m,2021,W4,CRVUSDT,0.2808,"SMA(20,100)",20,100,0.1046,0.4266,0.2452
15m,2021,W4,LINKUSDT,0.2711,"SMA(5,100)",5,100,0.0541,0.3143,0.1722
15m,2021,W4,ALGOUSDT,0.2404,"EMA(20,50)",20,50,0.0074,0.2857,0.0258
15m,2021,W4,JSTUSDT,0.2021,"SMA(5,50)",5,50,0.1234,0.2698,0.4572
15m,2021,W4,ETHUSDT,0.1973,"SMA(10,50)",10,50,0.0473,0.2647,0.1789
15m,2021,W4,XLMUSDT,0.1938,"SMA(10,50)",10,50,0.2071,0.2637,0.7854
15m,2021,W4,ENJUSDT,0.1598,"SMA(10,100)",10,100,-0.0064,0.238,0.0
15m,2021,W4,ATOMUSDT,0.1588,"SMA(10,50)",10,50,0.1465,0.2167,0.6762
15m,2021,W4,INJUSDT,0.1481,"EMA(10,100)",10,100,0.0423,0.228,0.1856
15m,2021,W4,ADAUSDT,0.1456,"SMA(10,50)",10,50,0.0755,0.2037,0.3706
15m,2021,W4,FETUSDT,0.1241,"SMA(20,100)",20,100,-0.0618,0.2029,0.0
15m,2021,W4,BNBUSDT,0.1097,"EMA(5,50)",5,50,0.035,0.1467,0.2387
15m,2021,W4,DOTUSDT,0.0939,"EMA(5,50)",5,50,0.0763,0.1262,0.6049
15m,2021,W4,BTCUSDT,0.0926,"SMA(5,50)",5,50,0.0936,0.1453,0.6443
15m,2021,W4,CHZUSDT,0.0828,"SMA(20,50)",20,50,0.0354,0.1592,0.2221
15m,2021,W4,TRXUSDT,0.0784,"SMA(5,50)",5,50,0.0408,0.1158,0.3524
15m,2021,W4,AVAXUSDT,0.0766,"SMA(10,100)",10,100,0.0572,0.111,0.5147
15m,2021,W4,ETCUSDT,0.076,"SMA(5,50)",5,50,0.1001,0.1397,0.7164
15m,2021,W4,ZECUSDT,0.0579,"SMA(5,50)",5,50,0.0845,0.1216,0.6946
15m,2021,W4,NEARUSDT,0.0574,"EMA(5,50)",5,50,0.0701,0.13,0.5394
15m,2022,W1,LINKUSDT,0.3219,"EMA(5,50)",5,50,0.0571,0.3233,0.1767
15m,2022,W1,ICPUSDT,0.2262,"SMA(20,50)",20,50,0.0248,0.2262,0.1097
15m,2022,W1,DASHUSDT,0.0007,"SMA(5,20)",5,20,0.1086,0.1483,0.7324
15m,2022,W1,ZECUSDT,-0.0491,"SMA(10,100)",10,100,0.0168,0.069,0.2431
15m,2022,W1,JSTUSDT,-0.0695,"SMA(10,50)",10,50,-0.0103,0.015,0.0
15m,2022,W1,XRPUSDT,-0.0836,"SMA(5,100)",5,100,0.0025,0.0343,0.0728
15m,2022,W1,FILUSDT,-0.0841,"SMA(10,50)",10,50,0.0257,0.0396,0.6495
15m,2022,W1,ZENUSDT,-0.0864,"SMA(10,50)",10,50,0.0073,0.064,0.1134
15m,2022,W1,DOGEUSDT,-0.0934,"EMA(10,20)",10,20,0.0006,0.0293,0.0221
15m,2022,W1,TRXUSDT,-0.0966,"SMA(20,50)",20,50,-0.0067,0.0173,0.0
15m,2022,W1,ETCUSDT,-0.1076,"SMA(20,50)",20,50,-0.0078,0.0298,0.0
15m,2022,W2,NEARUSDT,0.3391,"SMA(5,50)",5,50,0.0414,0.5379,0.077
15m,2022,W2,DOGEUSDT,0.1745,"EMA(10,100)",10,100,0.0851,0.3029,0.2809
15m,2022,W2,DOTUSDT,0.1114,"EMA(5,50)",5,50,0.037,0.2216,0.1671
15m,2022,W2,LTCUSDT,0.0971,"SMA(5,100)",5,100,0.0486,0.1852,0.2623
15m,2022,W2,BNBUSDT,0.0921,"SMA(5,20)",5,20,0.0329,0.1891,0.174
15m,2022,W2,DYDXUSDT,0.0785,"SMA(20,50)",20,50,-0.0229,0.262,0.0
15m,2022,W2,SUPERUSDT,0.0722,"SMA(5,100)",5,100,0.002,0.2114,0.0096
15m,2022,W2,SOLUSDT,0.0671,"SMA(5,50)",5,50,-0.0023,0.1122,0.0
15m,2022,W2,ICPUSDT,0.0666,"EMA(10,20)",10,20,0.015,0.0666,0.225
15m,2022,W2,ADAUSDT,0.0643,"EMA(5,20)",5,20,0.0246,0.193,0.1274
15m,2022,W2,CRVUSDT,0.0635,"SMA(5,50)",5,50,0.0884,0.3032,0.2916
15m,2022,W2,AAVEUSDT,0.0631,"SMA(5,20)",5,20,0.0581,0.1752,0.3316
15m,2022,W2,DEXEUSDT,0.0625,"SMA(5,20)",5,20,0.0092,0.0683,0.135
15m,2022,W2,SHIBUSDT,0.0519,"SMA(5,100)",5,100,-0.0023,0.1841,0.0
15m,2022,W2,ETCUSDT,0.0513,"EMA(10,100)",10,100,0.0333,0.1622,0.2053
15m,2022,W2,AVAXUSDT,0.0454,"SMA(20,50)",20,50,0.0061,0.136,0.0451
15m,2022,W2,BTCUSDT,0.0327,"EMA(5,50)",5,50,0.0008,0.0784,0.01
15m,2022,W2,ETHUSDT,0.0325,"SMA(5,100)",5,100,0.0104,0.1223,0.0847
15m,2022,W2,ATOMUSDT,0.0256,"EMA(5,20)",5,20,0.0746,0.2167,0.3442
15m,2022,W2,ENJUSDT,0.0251,"SMA(10,100)",10,100,0.0008,0.1493,0.0056
15m,2022,W2,XLMUSDT,0.0248,"EMA(10,20)",10,20,-0.0131,0.0959,0.0
15m,2022,W2,HBARUSDT,0.0233,"SMA(20,50)",20,50,-0.0036,0.1131,0.0
15m,2022,W2,ZECUSDT,0.0186,"SMA(20,50)",20,50,0.0157,0.0618,0.2536
15m,2022,W2,FETUSDT,0.0171,"EMA(5,20)",5,20,0.0216,0.2082,0.1039
15m,2022,W3,DYDXUSDT,0.0753,"EMA(10,100)",10,100,0.0833,0.2488,0.3348
15m,2022,W3,ICPUSDT,-0.2522,"SMA(20,50)",20,50,-0.0098,0.0494,0.0
15m,2022,W4,BTCUSDT,0.0363,"SMA(5,50)",5,50,0.0282,0.1415,0.199
15m,2022,W4,ZENUSDT,0.0114,"SMA(20,100)",20,100,0.0476,0.2844,0.1673
15m,2022,W4,AVAXUSDT,0.0111,"EMA(5,20)",5,20,0.051,0.2336,0.2185
15m,2022,W4,BNBUSDT,0.0049,"EMA(10,100)",10,100,0.0102,0.1376,0.0742
15m,2022,W4,DOGEUSDT,-0.0105,"SMA(20,100)",20,100,0.015,0.1511,0.0996
15m,2022,W4,ETHUSDT,-0.0106,"EMA(5,20)",5,20,0.0506,0.1688,0.3
15m,2022,W4,JSTUSDT,-0.0186,"EMA(10,100)",10,100,0.0412,0.1958,0.2104
15m,2022,W4,DEXEUSDT,-0.0271,"EMA(5,20)",5,20,0.0141,0.1373,0.1029
15m,2022,W4,XLMUSDT,-0.0293,"EMA(10,100)",10,100,0.0248,0.1513,0.1637
15m,2022,W4,ETCUSDT,-0.0319,"EMA(5,100)",5,100,0.0341,0.1613,0.2112
15m,2022,W4,ARUSDT,-0.0325,"SMA(20,100)",20,100,0.0422,0.1508,0.2802
15m,2022,W4,XRPUSDT,-0.0384,"EMA(10,20)",10,20,0.0192,0.0952,0.2011
15m,2022,W4,SHIBUSDT,-0.0394,"SMA(10,20)",10,20,0.0261,0.2036,0.1282
15m,2022,W4,ENJUSDT,-0.0431,"EMA(20,100)",20,100,0.0161,0.2274,0.0708
15m,2022,W4,LTCUSDT,-0.0479,"SMA(5,50)",5,50,0.0186,0.1095,0.17
15m,2022,W4,BCHUSDT,-0.0529,"SMA(10,20)",10,20,0.041,0.1327,0.309
15m,2022,W4,TRXUSDT,-0.0607,"EMA(5,50)",5,50,0.0177,0.1205,0.1467
15m,2022,W4,DOTUSDT,-0.0681,"EMA(10,20)",10,20,0.024,0.1477,0.1626
15m,2022,W4,ADAUSDT,-0.0709,"SMA(20,100)",20,100,0.0184,0.1183,0.1559
15m,2022,W4,ALGOUSDT,-0.0757,"SMA(10,100)",10,100,0.0221,0.1688,0.1308
15m,2022,W4,LINKUSDT,-0.0762,"EMA(10,50)",10,50,0.0675,0.1834,0.368
15m,2022,W4,HBARUSDT,-0.0816,"SMA(5,20)",5,20,0.0341,0.1503,0.2272
15m,2022,W4,CHZUSDT,-0.0892,"SMA(20,50)",20,50,0.0298,0.1252,0.2379
15m,2022,W4,DASHUSDT,-0.0973,"EMA(10,100)",10,100,0.0346,0.1773,0.1953
15m,2022,W4,ZECUSDT,-0.1083,"SMA(5,50)",5,50,0.0304,0.1092,0.2787
15m,2023,W1,FETUSDT,0.6987,"EMA(10,100)",10,100,0.4367,0.7231,0.604
15m,2023,W1,LDOUSDT,0.5517,"EMA(5,100)",5,100,0.1132,0.5698,0.1987
15m,2023,W1,ETCUSDT,0.276,"EMA(5,100)",5,100,0.081,0.2883,0.2809
15m,2023,W1,NEARUSDT,0.247,"SMA(10,100)",10,100,0.0091,0.2581,0.0351
15m,2023,W1,OPUSDT,0.1941,"EMA(20,100)",20,100,0.0243,0.2033,0.1196
15m,2023,W1,ADAUSDT,0.1311,"SMA(5,20)",5,20,0.0091,0.1358,0.0671
15m,2023,W1,ARUSDT,0.1287,"SMA(10,100)",10,100,0.0452,0.1379,0.3281
15m,2023,W1,ALGOUSDT,0.1267,"EMA(5,50)",5,50,0.0601,0.1319,0.4559
15m,2023,W1,ZECUSDT,0.1156,"EMA(5,50)",5,50,0.0375,0.137,0.2737
15m,2023,W1,APTUSDT,0.1066,"EMA(20,100)",20,100,0.0193,0.1177,0.1643
15m,2023,W1,DASHUSDT,0.0989,"SMA(10,100)",10,100,0.0205,0.123,0.167
15m,2023,W1,DYDXUSDT,0.0966,"SMA(10,20)",10,20,0.0108,0.1157,0.0935
15m,2023,W1,LTCUSDT,0.0928,"EMA(5,100)",5,100,0.0231,0.104,0.2217
15m,2023,W1,ENJUSDT,0.0887,"SMA(20,100)",20,100,0.0592,0.0979,0.6045
15m,2023,W1,CHZUSDT,0.0881,"SMA(5,20)",5,20,0.0028,0.0969,0.0286
15m,2023,W1,ATOMUSDT,0.0847,"EMA(20,100)",20,100,0.0122,0.0949,0.1286
15m,2023,W1,INJUSDT,0.0829,"SMA(5,100)",5,100,0.062,0.095,0.652
15m,2023,W1,DOTUSDT,0.0826,"EMA(20,100)",20,100,0.0065,0.0904,0.0716
15m,2023,W1,HBARUSDT,0.0824,"SMA(5,20)",5,20,0.0591,0.0854,0.6925
15m,2023,W1,AVAXUSDT,0.0771,"SMA(20,100)",20,100,0.006,0.0993,0.0604
15m,2023,W1,AAVEUSDT,0.0771,"SMA(5,100)",5,100,0.009,0.0939,0.0961
15m,2023,W1,SUPERUSDT,0.0665,"SMA(10,100)",10,100,0.0417,0.0705,0.5908
15m,2023,W1,XLMUSDT,0.0647,"EMA(10,20)",10,20,0.0384,0.0707,0.5431
15m,2023,W2,APTUSDT,1.0044,"SMA(10,100)",10,100,0.4534,1.0537,0.4303
15m,2023,W2,SOLUSDT,0.8387,"SMA(5,100)",5,100,0.4777,0.8714,0.5482
15m,2023,W2,OPUSDT,0.5753,"SMA(10,100)",10,100,0.3048,0.6091,0.5004
15m,2023,W2,FETUSDT,0.5592,"EMA(20,100)",20,100,-0.0149,0.7102,0.0
15m,2023,W2,CRVUSDT,0.4764,"EMA(20,100)",20,100,0.2192,0.4954,0.4425
15m,2023,W2,LDOUSDT,0.4559,"SMA(5,20)",5,20,0.0217,0.4559,0.0477
15m,2023,W2,NEARUSDT,0.453,"EMA(20,100)",20,100,0.2438,0.4845,0.5032
15m,2023,W2,FILUSDT,0.4427,"EMA(5,100)",5,100,0.2494,0.4568,0.546
15m,2023,W2,AVAXUSDT,0.4409,"EMA(5,100)",5,100,0.3144,0.4595,0.6843
15m,2023,W2,AAVEUSDT,0.37,"EMA(10,100)",10,100,0.2282,0.37,0.6166
15m,2023,W2,ARUSDT,0.3483,"EMA(20,100)",20,100,0.2023,0.3741,0.5408
15m,2023,W2,HBARUSDT,0.346,"EMA(5,100)",5,100,0.1951,0.3528,0.5529
15m,2023,W2,ENJUSDT,0.3452,"EMA(5,100)",5,100,0.2152,0.3703,0.5813
15m,2023,W2,DOTUSDT,0.2895,"EMA(5,100)",5,100,0.2243,0.308,0.7284
15m,2023,W2,ZENUSDT,0.2715,"SMA(10,100)",10,100,0.1669,0.2715,0.6145
15m,2023,W2,DYDXUSDT,0.2698,"EMA(10,100)",10,100,0.1209,0.2933,0.4122
15m,2023,W2,CHZUSDT,0.2695,"EMA(20,100)",20,100,0.1698,0.2896,0.5863
15m,2023,W2,ADAUSDT,0.2671,"EMA(20,100)",20,100,0.1118,0.2805,0.3987
15m,2023,W2,ICPUSDT,0.2664,"EMA(20,100)",20,100,0.1773,0.286,0.6198
15m,2023,W2,ATOMUSDT,0.2632,"EMA(20,100)",20,100,0.1387,0.2853,0.486
15m,2023,W2,BCHUSDT,0.2389,"EMA(20,100)",20,100,0.1645,0.25,0.658
15m,2023,W2,BTCUSDT,0.2364,"EMA(20,50)",20,50,0.1991,0.2385,0.8348
15m,2023,W2,SHIBUSDT,0.2352,"EMA(20,100)",20,100,0.1517,0.2485,0.6105
15m,2023,W2,UNIUSDT,0.2281,"EMA(20,100)",20,100,0.1334,0.2425,0.55
15m,2023,W2,ETHUSDT,0.2257,"EMA(20,100)",20,100,0.1598,0.2304,0.6935
15m,2023,W3,APTUSDT,0.5496,"EMA(20,100)",20,100,0.4884,0.6563,0.7442
15m,2023,W3,HBARUSDT,0.3446,"EMA(20,100)",20,100,0.275,0.4167,0.66
15m,2023,W3,OPUSDT,0.2735,"EMA(5,100)",5,100,0.2899,0.3576,0.8106
15m,2023,W3,ENJUSDT,0.2438,"SMA(20,50)",20,50,0.0192,0.3183,0.0604
15m,2023,W3,CRVUSDT,0.2251,"EMA(5,100)",5,100,0.0957,0.2753,0.3477
15m,2023,W3,SHIBUSDT,0.1358,"EMA(20,100)",20,100,0.0339,0.2049,0.1657
15m,2023,W3,LDOUSDT,0.1117,"SMA(5,20)",5,20,0.0634,0.2795,0.2268
15m,2023,W3,BTCUSDT,0.0869,"EMA(5,100)",5,100,0.0844,0.1124,0.7507
15m,2023,W3,ICPUSDT,0.0785,"SMA(10,100)",10,100,0.0715,0.1216,0.5875
15m,2023,W3,INJUSDT,0.0715,"EMA(5,50)",5,50,0.1336,0.1887,0.7084
15m,2023,W3,MOVRUSDT,0.0538,"EMA(5,100)",5,100,0.0553,0.1154,0.4789
15m,2023,W3,SUPERUSDT,0.0522,"EMA(10,50)",10,50,0.0639,0.1112,0.5744
15m,2023,W3,ETHUSDT,0.0515,"EMA(20,100)",20,100,0.0493,0.079,0.6239
15m,2023,W3,ADAUSDT,0.0506,"SMA(10,100)",10,100,0.0974,0.1337,0.7282
15m,2023,W3,FILUSDT,0.0454,"SMA(5,100)",5,100,0.1349,0.1599,0.8436
15m,2023,W3,JSTUSDT,0.0448,"SMA(20,50)",20,50,0.0528,0.0661,0.7991
15m,2023,W3,NEARUSDT,0.0431,"EMA(10,100)",10,100,0.1093,0.1784,0.6124
15m,2023,W3,ALGOUSDT,0.0414,"SMA(5,100)",5,100,0.1196,0.1443,0.8289
15m,2023,W3,XLMUSDT,0.0331,"SMA(5,100)",5,100,0.0749,0.1024,0.7313
15m,2023,W3,DOTUSDT,0.0324,"SMA(20,100)",20,100,0.0898,0.1111,0.8079
15m,2023,W3,DYDXUSDT,0.0254,"EMA(20,100)",20,100,0.2169,0.2744,0.7902
15m,2023,W3,ZECUSDT,0.0235,"SMA(20,100)",20,100,0.0911,0.1459,0.6244
15m,2023,W3,XRPUSDT,0.0223,"EMA(20,100)",20,100,0.0307,0.0921,0.3331
15m,2023,W4,APTUSDT,0.4873,"SMA(10,100)",10,100,0.0069,0.5067,0.0136
15m,2023,W4,DYDXUSDT,0.3866,"EMA(5,20)",5,20,0.0,0.5075,0.0
15m,2023,W4,SUPERUSDT,0.2719,"EMA(20,100)",20,100,0.1215,0.3118,0.3899
15m,2023,W4,AVAXUSDT,0.2094,"EMA(10,100)",10,100,0.1359,0.2408,0.5644
15m,2023,W4,ICPUSDT,0.109,"SMA(10,50)",10,50,0.0274,0.1385,0.1978
15m,2023,W4,FETUSDT,0.0924,"SMA(5,20)",5,20,0.0205,0.1632,0.1253
15m,2023,W4,ARUSDT,0.0853,"SMA(20,50)",20,50,0.0,0.1005,0.0
15m,2023,W4,MOVRUSDT,0.0795,"EMA(5,20)",5,20,0.0,0.1184,0.0
15m,2023,W4,ALGOUSDT,0.0679,"SMA(5,50)",5,50,0.0,0.1248,0.0
15m,2023,W4,CRVUSDT,0.0603,"SMA(20,50)",20,50,0.0037,0.1016,0.0368
15m,2023,W4,FILUSDT,0.0547,"EMA(5,20)",5,20,0.0,0.0884,0.0
15m,2023,W4,LINKUSDT,0.0464,"SMA(5,20)",5,20,0.0,0.1084,0.0
15m,2023,W4,ENJUSDT,0.0302,"EMA(5,100)",5,100,0.1087,0.1706,0.637
15m,2023,W4,DEXEUSDT,0.0206,"SMA(20,100)",20,100,0.0167,0.0637,0.2629
15m,2023,W4,TRXUSDT,0.0199,"SMA(5,50)",5,50,0.0025,0.062,0.041
15m,2023,W4,XLMUSDT,0.0176,"EMA(5,20)",5,20,0.0,0.0427,0.0
15m,2023,W4,LTCUSDT,0.0175,"SMA(20,50)",20,50,0.0191,0.0471,0.4047
15m,2023,W4,BNBUSDT,0.0169,"SMA(5,20)",5,20,0.0,0.0397,0.0
15m,2023,W4,DOTUSDT,0.0159,"EMA(5,20)",5,20,0.0,0.0634,0.0
15m,2024,W1,TIAUSDT,0.1952,"SMA(20,100)",20,100,-0.0387,0.3178,0.0
15m,2024,W1,SEIUSDT,0.1834,"EMA(10,100)",10,100,0.0007,0.1857,0.004
15m,2024,W1,LDOUSDT,0.105,"SMA(20,50)",20,50,-0.0885,0.1071,0.0
15m,2024,W1,ARBUSDT,0.0889,"SMA(20,100)",20,100,-0.0477,0.1326,0.0
15m,2024,W1,BTCUSDT,0.0338,"SMA(20,100)",20,100,-0.0008,0.0498,0.0
15m,2024,W1,PROMUSDT,-0.1067,"SMA(10,20)",10,20,-0.0356,0.0,0.0
15m,2024,W2,SUIUSDT,0.5741,"SMA(10,100)",10,100,-0.0191,0.7272,0.0
15m,2024,W2,PROMUSDT,0.2768,"EMA(20,50)",20,50,0.202,0.3337,0.6053
15m,2024,W2,ARUSDT,0.2645,"EMA(10,100)",10,100,0.0428,0.3354,0.1275
15m,2024,W2,DYDXUSDT,0.1602,"SMA(10,50)",10,50,0.0447,0.241,0.1854
15m,2024,W2,APTUSDT,0.1529,"SMA(20,50)",20,50,-0.0027,0.2317,0.0
15m,2024,W2,LINKUSDT,0.1241,"SMA(10,100)",10,100,0.0371,0.1665,0.2225
15m,2024,W2,LDOUSDT,0.1213,"SMA(10,20)",10,20,-0.0253,0.1653,0.0
15m,2024,W2,SUPERUSDT,0.0875,"EMA(5,20)",5,20,-0.0043,0.2093,0.0
