cadence,year,slice,sym,trailing_perf,best_ti,fast,slow,captured_return,perfect_return,capture_rate
1h,2026,W2,ATOMUSDT,0.0543,"EMA(5,100)",5,100,0.007,0.0727,0.0966
1h,2026,W2,WIFUSDT,0.0537,"EMA(10,20)",10,20,0.0899,0.1196,0.7523
1h,2026,W2,BNBUSDT,0.0521,"EMA(20,100)",20,100,0.0549,0.0774,0.7089
1h,2026,W2,INJUSDT,0.0481,"SMA(5,50)",5,50,0.0706,0.1099,0.6425
1h,2026,W2,FILUSDT,0.0481,"SMA(10,20)",10,20,0.0779,0.101,0.7711
1h,2026,W2,EIGENUSDT,0.046,"SMA(5,50)",5,50,0.046,0.0937,0.4911
1h,2026,W2,NEARUSDT,0.0458,"SMA(5,100)",5,100,0.0581,0.0848,0.6848
1h,2026,W3,ZROUSDT,0.1862,"EMA(20,100)",20,100,0.3859,0.2305,1.0
1h,2026,W3,JSTUSDT,0.1083,"EMA(5,100)",5,100,0.09,0.1247,0.722
1h,2026,W3,BIOUSDT,0.051,"SMA(20,100)",20,100,0.015,0.134,0.1119
1h,2026,W3,DUSDT,0.0295,"SMA(20,50)",20,50,-0.0728,0.096,0.0
1h,2026,W3,XUSDUSDT,0.0007,"SMA(5,20)",5,20,0.0004,0.0009,0.4442
1h,2026,W3,BCHUSDT,-0.0113,"SMA(20,100)",20,100,0.0093,0.0279,0.3335
1h,2026,W3,TRXUSDT,-0.0148,"SMA(5,20)",5,20,0.0027,0.0129,0.2084
1h,2026,W3,WLFIUSDT,-0.0371,"EMA(5,20)",5,20,0.006,0.0651,0.0917
1h,2026,W3,BNBUSDT,-0.0615,"SMA(10,20)",10,20,-0.0053,0.0172,0.0
1h,2026,W3,BTCUSDT,-0.0735,"SMA(10,20)",10,20,-0.0042,0.0211,0.0
1h,2026,W3,NEIROUSDT,-0.0741,"SMA(10,20)",10,20,0.0843,0.1348,0.6256
1h,2026,W3,SHIBUSDT,-0.0806,"EMA(5,20)",5,20,-0.005,0.039,0.0
1h,2026,W3,ATOMUSDT,-0.0822,"SMA(10,20)",10,20,0.0,0.0366,0.0
1h,2026,W3,XRPUSDT,-0.0871,"SMA(10,20)",10,20,0.0231,0.0359,0.6433
1h,2026,W3,XLMUSDT,-0.092,"SMA(10,20)",10,20,0.0,0.0306,0.0
1h,2026,W3,AAVEUSDT,-0.0994,"SMA(10,50)",10,50,0.0,0.0416,0.0
1h,2026,W3,LTCUSDT,-0.1017,"SMA(5,50)",5,50,0.0,0.0287,0.0
1h,2026,W3,ETHUSDT,-0.1044,"SMA(10,20)",10,20,-0.0101,0.0313,0.0
1h,2026,W3,TRUMPUSDT,-0.1082,"SMA(10,20)",10,20,0.0,0.023,0.0
1h,2026,W3,HBARUSDT,-0.1102,"SMA(10,20)",10,20,0.0,0.0387,0.0
1h,2026,W3,ADAUSDT,-0.1104,"EMA(5,20)",5,20,-0.0041,0.0526,0.0
1h,2026,W3,ETCUSDT,-0.1108,"SMA(5,50)",5,50,-0.0085,0.0193,0.0
1h,2026,W4,WLDUSDT,0.219,"SMA(10,50)",10,50,0.2772,0.3391,0.8175
1h,2026,W4,XPLUSDT,0.1299,"SMA(10,20)",10,20,0.2149,0.2635,0.8156
1h,2026,W4,ASTERUSDT,0.0914,"SMA(5,50)",5,50,0.0602,0.1169,0.5153
1h,2026,W4,CHZUSDT,0.067,"SMA(5,100)",5,100,0.0793,0.1326,0.5981
1h,2026,W4,ALGOUSDT,0.0607,"EMA(5,100)",5,100,0.0431,0.1142,0.3774
1h,2026,W4,ZROUSDT,0.0411,"EMA(20,50)",20,50,-0.0065,0.0782,0.0
1h,2026,W4,ZECUSDT,0.0346,"EMA(10,100)",10,100,0.021,0.1337,0.1572
1h,2026,W4,APTUSDT,0.03,"SMA(5,50)",5,50,0.0508,0.1094,0.4647
1h,2026,W4,BNBUSDT,0.0155,"EMA(10,20)",10,20,0.0334,0.0525,0.6359
1h,2026,W4,BCHUSDT,0.0058,"SMA(5,100)",5,100,0.0017,0.0419,0.0404
1h,2026,W4,ONDOUSDT,0.0055,"SMA(20,50)",20,50,0.0283,0.0864,0.327
1h,2026,W4,LTCUSDT,0.0043,"EMA(10,50)",10,50,0.0165,0.054,0.3061
1h,2026,W4,VIRTUALUSDT,0.0038,"SMA(5,20)",5,20,0.0754,0.1401,0.538
1h,2026,W4,DEXEUSDT,0.0016,"SMA(10,20)",10,20,0.0101,0.0475,0.2135
1h,2026,W4,ETHUSDT,0.0011,"EMA(10,20)",10,20,0.0391,0.0726,0.5384
1h,2026,W4,XUSDUSDT,0.0002,"EMA(20,100)",20,100,0.0002,0.0003,0.6666
1h,2026,W4,PNUTUSDT,-0.0014,"SMA(5,100)",5,100,0.0194,0.1016,0.1905
1h,2026,W4,SUPERUSDT,-0.0063,"SMA(20,50)",20,50,-0.0089,0.02,0.0
1h,2026,W4,AAVEUSDT,-0.0071,"EMA(10,20)",10,20,0.0521,0.0985,0.5292
1h,2026,W4,BTCUSDT,-0.0083,"SMA(5,50)",5,50,0.0102,0.0317,0.3223
1h,2026,W4,ETCUSDT,-0.0103,"SMA(5,50)",5,50,0.0185,0.0452,0.4093
1h,2026,W4,TRXUSDT,-0.0124,"SMA(5,20)",5,20,0.0058,0.0141,0.4112
1h,2026,W4,ARKMUSDT,-0.0165,"SMA(20,50)",20,50,0.0719,0.1118,0.6427
1h,2026,W4,SEIUSDT,-0.0166,"SMA(5,50)",5,50,0.0133,0.0606,0.2193
1h,2026,W4,DOGEUSDT,-0.018,"SMA(20,50)",20,50,0.0217,0.0555,0.3919
4h,2020,W2,DASHUSDT,0.6219,"EMA(5,20)",5,20,0.6178,0.7951,0.777
4h,2020,W2,BCHUSDT,0.4352,"SMA(5,20)",5,20,0.2246,0.4841,0.4638
4h,2020,W2,ETCUSDT,0.3895,"SMA(5,20)",5,20,0.1552,0.4042,0.384
4h,2020,W2,LTCUSDT,0.2262,"EMA(5,20)",5,20,0.2002,0.3158,0.6341
4h,2020,W2,TRXUSDT,0.1608,"SMA(10,20)",10,20,0.1441,0.2129,0.677
4h,2020,W2,BTCUSDT,0.0615,"EMA(10,20)",10,20,0.0938,0.1408,0.6663
4h,2020,W2,LINKUSDT,0.0464,"SMA(10,20)",10,20,0.0,0.1005,0.0
4h,2020,W3,ETCUSDT,0.2324,"SMA(5,20)",5,20,0.0265,0.2687,0.0987
4h,2020,W3,BNBUSDT,0.0981,"EMA(5,20)",5,20,0.0368,0.0981,0.3747
4h,2020,W3,LINKUSDT,0.0714,"EMA(5,20)",5,20,-0.0099,0.1589,0.0
4h,2020,W3,ETHUSDT,0.0452,"EMA(5,20)",5,20,0.0,0.0603,0.0
4h,2020,W3,ZECUSDT,0.0446,"SMA(5,20)",5,20,0.016,0.0953,0.1676
4h,2020,W3,XRPUSDT,0.0384,"EMA(5,20)",5,20,0.0,0.0391,0.0
4h,2020,W3,TRXUSDT,0.0212,"SMA(5,50)",5,50,0.042,0.0618,0.6802
4h,2020,W3,ATOMUSDT,0.0194,"SMA(5,20)",5,20,0.0167,0.0812,0.2054
4h,2020,W3,BCHUSDT,0.0068,"SMA(10,20)",10,20,0.0,0.0826,0.0
4h,2020,W3,ALGOUSDT,-0.006,"SMA(5,20)",5,20,0.0,0.0481,0.0
4h,2020,W3,DASHUSDT,-0.0242,"SMA(10,20)",10,20,0.0091,0.1258,0.0726
4h,2020,W4,ETCUSDT,0.2702,"SMA(5,20)",5,20,0.3162,0.4057,0.7792
4h,2020,W4,ADAUSDT,0.1619,"SMA(10,20)",10,20,0.2263,0.2562,0.8834
4h,2020,W4,BCHUSDT,0.1143,"SMA(5,100)",5,100,0.169,0.2322,0.7279
4h,2020,W4,ZECUSDT,0.0802,"SMA(5,20)",5,20,0.1013,0.2091,0.4846
4h,2020,W4,TRXUSDT,0.0798,"SMA(5,100)",5,100,0.1517,0.1712,0.8861
4h,2020,W4,BTCUSDT,0.0772,"SMA(5,20)",5,20,0.1097,0.1329,0.8253
4h,2020,W4,DASHUSDT,0.0673,"SMA(5,20)",5,20,0.0867,0.188,0.4614
4h,2020,W4,LTCUSDT,0.0567,"EMA(5,100)",5,100,0.127,0.156,0.8138
4h,2020,W4,ETHUSDT,0.0425,"EMA(5,20)",5,20,0.0781,0.1064,0.7338
4h,2020,W4,XRPUSDT,0.0153,"SMA(5,20)",5,20,0.067,0.0987,0.6786
4h,2020,W4,LINKUSDT,-0.0025,"SMA(5,20)",5,20,0.0648,0.1119,0.5787
4h,2020,W4,BNBUSDT,-0.0064,"EMA(5,20)",5,20,0.0506,0.0861,0.5874
4h,2020,W4,ATOMUSDT,-0.0097,"SMA(5,20)",5,20,0.0212,0.05,0.4238
4h,2020,W4,ALGOUSDT,-0.0118,"SMA(10,20)",10,20,0.0297,0.0501,0.5917
4h,2020,W4,XLMUSDT,-0.0324,"SMA(5,20)",5,20,0.0457,0.0842,0.5427
4h,2021,W1,XLMUSDT,1.3726,"SMA(5,20)",5,20,1.2812,1.4826,0.8641
4h,2021,W1,DOGEUSDT,0.9298,"EMA(5,100)",5,100,1.8347,0.979,1.0
4h,2021,W1,ETHUSDT,0.6419,"EMA(20,100)",20,100,1.0945,0.6863,1.0
4h,2021,W1,ADAUSDT,0.6303,"EMA(5,50)",5,50,0.9017,0.7319,1.0
4h,2021,W1,SOLUSDT,0.4966,"SMA(5,50)",5,50,0.5724,0.4966,1.0
4h,2021,W1,AVAXUSDT,0.4291,"SMA(5,50)",5,50,0.4291,0.4291,1.0
4h,2021,W1,XRPUSDT,0.4257,"SMA(20,50)",20,50,0.437,0.4845,0.902
4h,2021,W1,LINKUSDT,0.3906,"SMA(10,50)",10,50,0.3702,0.4033,0.9178
4h,2021,W1,BTCUSDT,0.3449,"EMA(20,100)",20,100,1.0991,0.358,1.0
4h,2021,W1,FETUSDT,0.3088,"SMA(20,50)",20,50,0.2584,0.359,0.7199
4h,2021,W1,AAVEUSDT,0.2983,"SMA(20,50)",20,50,0.4683,0.3915,1.0
4h,2021,W1,LTCUSDT,0.2869,"EMA(5,50)",5,50,1.1031,0.3545,1.0
4h,2021,W1,ALGOUSDT,0.2826,"SMA(5,50)",5,50,0.3929,0.2919,1.0
4h,2021,W1,BCHUSDT,0.275,"SMA(20,100)",20,100,0.4785,0.3273,1.0
4h,2021,W1,ETCUSDT,0.2557,"SMA(10,20)",10,20,0.2529,0.2796,0.9044
4h,2021,W1,ENJUSDT,0.2178,"EMA(5,20)",5,20,0.2127,0.262,0.812
4h,2021,W1,UNIUSDT,0.2122,"SMA(5,50)",5,50,0.7434,0.356,1.0
4h,2021,W1,ZENUSDT,0.1871,"EMA(5,50)",5,50,0.1871,0.2769,0.6756
4h,2021,W1,HBARUSDT,0.1722,"SMA(10,50)",10,50,0.1711,0.2213,0.7733
4h,2021,W1,BNBUSDT,0.1522,"SMA(20,100)",20,100,0.4963,0.1696,1.0
4h,2021,W1,TRXUSDT,0.138,"EMA(10,20)",10,20,0.1122,0.1602,0.7005
4h,2021,W1,INJUSDT,0.128,"EMA(20,100)",20,100,2.331,0.2887,1.0
4h,2021,W1,CRVUSDT,0.0798,"SMA(10,50)",10,50,0.3683,0.2405,1.0
4h,2021,W1,JSTUSDT,0.0732,"SMA(5,50)",5,50,0.0496,0.0934,0.5307
4h,2021,W1,DOTUSDT,0.0559,"SMA(5,100)",5,100,0.9097,0.1718,1.0
4h,2021,W2,AVAXUSDT,1.2055,"SMA(5,50)",5,50,2.052,1.2055,1.0
4h,2021,W2,ZENUSDT,0.8036,"EMA(5,50)",5,50,1.0395,0.8036,1.0
4h,2021,W2,ZECUSDT,0.7309,"SMA(10,20)",10,20,0.8976,0.7309,1.0
4h,2021,W2,DOTUSDT,0.5688,"EMA(20,100)",20,100,1.8231,0.8782,1.0
4h,2021,W2,INJUSDT,0.4758,"EMA(20,100)",20,100,3.7797,0.6507,1.0
4h,2021,W2,SOLUSDT,0.4561,"SMA(5,50)",5,50,1.1766,0.4561,1.0
4h,2021,W2,HBARUSDT,0.4078,"SMA(10,50)",10,50,0.7427,0.4464,1.0
4h,2021,W2,DASHUSDT,0.3973,"EMA(5,20)",5,20,0.4227,0.3973,1.0
4h,2021,W2,AAVEUSDT,0.3537,"SMA(20,50)",20,50,0.8902,0.4635,1.0
4h,2021,W2,BCHUSDT,0.2494,"SMA(20,100)",20,100,0.74,0.2494,1.0
4h,2021,W2,CRVUSDT,0.2018,"SMA(5,100)",5,100,0.2239,0.4074,0.5496
4h,2021,W2,UNIUSDT,0.1989,"SMA(5,100)",5,100,0.8637,0.4649,1.0
4h,2021,W2,LINKUSDT,0.1976,"SMA(5,100)",5,100,0.4276,0.3363,1.0
4h,2021,W2,NEARUSDT,0.1864,"SMA(10,100)",10,100,0.6125,0.2369,1.0
4h,2021,W2,FETUSDT,0.1666,"EMA(20,100)",20,100,0.3006,0.3737,0.8045
4h,2021,W2,ETCUSDT,0.119,"EMA(10,50)",10,50,0.3221,0.149,1.0
4h,2021,W2,ADAUSDT,0.1067,"EMA(10,50)",10,50,0.9907,0.2436,1.0
4h,2021,W2,ATOMUSDT,0.0739,"EMA(20,100)",20,100,0.2204,0.2379,0.9265
4h,2021,W2,ETHUSDT,0.073,"EMA(20,100)",20,100,1.112,0.263,1.0
4h,2021,W2,XLMUSDT,0.062,"EMA(10,50)",10,50,0.9652,0.3226,1.0
4h,2021,W2,JSTUSDT,0.0551,"SMA(5,100)",5,100,0.0534,0.1804,0.296
4h,2021,W2,CHZUSDT,0.0398,"SMA(5,20)",5,20,0.0645,0.1961,0.3288
4h,2021,W2,ALGOUSDT,0.035,"EMA(20,100)",20,100,0.3101,0.1695,1.0
4h,2021,W2,TRXUSDT,0.021,"SMA(20,100)",20,100,0.0561,0.0861,0.6509
4h,2021,W2,BTCUSDT,0.021,"EMA(20,100)",20,100,1.0857,0.2389,1.0
4h,2021,W3,CRVUSDT,1.0425,"SMA(5,100)",5,100,1.5782,1.0425,1.0
4h,2021,W3,ENJUSDT,0.825,"SMA(5,100)",5,100,1.4124,0.8828,1.0
4h,2021,W3,HBARUSDT,0.744,"SMA(10,50)",10,50,1.9039,0.841,1.0
4h,2021,W3,AVAXUSDT,0.2519,"SMA(5,50)",5,50,2.6891,0.2519,1.0
4h,2021,W3,NEARUSDT,0.1859,"SMA(10,100)",10,100,1.0345,0.2442,1.0
4h,2021,W3,DOTUSDT,0.1494,"EMA(20,100)",20,100,2.1167,0.2562,1.0
4h,2021,W3,ZENUSDT,0.1209,"EMA(5,50)",5,50,1.2507,0.2197,1.0
4h,2021,W3,UNIUSDT,0.1013,"SMA(5,100)",5,100,1.033,0.1363,1.0
4h,2021,W3,INJUSDT,0.0888,"EMA(20,100)",20,100,4.0326,0.2528,1.0
4h,2021,W3,AAVEUSDT,0.0877,"SMA(20,50)",20,50,1.0505,0.0901,1.0
4h,2021,W3,FETUSDT,0.0768,"EMA(20,100)",20,100,0.381,0.1681,1.0
4h,2021,W3,LINKUSDT,0.0253,"SMA(5,100)",5,100,0.4643,0.0253,1.0
4h,2021,W3,ALGOUSDT,-0.0065,"EMA(20,100)",20,100,0.3288,0.0345,1.0
4h,2021,W3,CHZUSDT,-0.0088,"SMA(20,50)",20,50,-0.0019,0.0339,0.0
4h,2021,W3,FILUSDT,-0.0201,"SMA(20,100)",20,100,-0.1043,0.0,0.0
4h,2021,W3,ADAUSDT,-0.029,"EMA(10,50)",10,50,0.9627,0.0371,1.0
4h,2021,W3,ATOMUSDT,-0.0475,"EMA(20,100)",20,100,0.3526,0.0,0.0
4h,2021,W3,BNBUSDT,-0.0688,"EMA(20,100)",20,100,0.287,0.0,0.0
4h,2021,W3,JSTUSDT,-0.0781,"SMA(5,100)",5,100,0.0461,0.0,0.0
4h,2021,W3,TRXUSDT,-0.0795,"SMA(20,50)",20,50,-0.1318,0.0,0.0
4h,2021,W3,ETCUSDT,-0.0802,"SMA(10,100)",10,100,0.1336,0.0,0.0
4h,2021,W3,ETHUSDT,-0.0887,"EMA(20,100)",20,100,0.9012,0.0,0.0
4h,2021,W3,XRPUSDT,-0.0961,"SMA(20,50)",20,50,-0.0899,0.0,0.0
4h,2021,W3,DOGEUSDT,-0.1038,"EMA(20,100)",20,100,1.4248,0.0,0.0
4h,2021,W3,SOLUSDT,-0.1059,"SMA(20,100)",20,100,0.9493,0.0,0.0
4h,2021,W4,DOGEUSDT,3.4632,"EMA(5,20)",5,20,2.3944,3.8952,0.6147
4h,2021,W4,UNIUSDT,0.7625,"SMA(5,100)",5,100,2.7688,0.7625,1.0
4h,2021,W4,AAVEUSDT,0.6685,"EMA(10,100)",10,100,2.606,0.6845,1.0
4h,2021,W4,ZENUSDT,0.3239,"EMA(5,100)",5,100,1.8572,0.3239,1.0
4h,2021,W4,SOLUSDT,0.2101,"EMA(5,100)",5,100,1.4181,0.2474,1.0
4h,2021,W4,LINKUSDT,0.1952,"SMA(5,100)",5,100,0.8285,0.1952,1.0
4h,2021,W4,JSTUSDT,0.191,"SMA(20,100)",20,100,0.2049,0.196,1.0
4h,2021,W4,ALGOUSDT,0.1885,"EMA(20,100)",20,100,0.609,0.1885,1.0
4h,2021,W4,CRVUSDT,0.1575,"SMA(5,100)",5,100,2.1902,0.2002,1.0
4h,2021,W4,ETHUSDT,0.1441,"EMA(20,100)",20,100,1.2729,0.1625,1.0
4h,2021,W4,XLMUSDT,0.1388,"SMA(5,20)",5,20,0.1023,0.2277,0.4492
4h,2021,W4,FETUSDT,0.1069,"EMA(20,100)",20,100,0.5258,0.1069,1.0
4h,2021,W4,ENJUSDT,0.1037,"SMA(5,100)",5,100,1.7243,0.1037,1.0
4h,2021,W4,ATOMUSDT,0.0863,"EMA(5,20)",5,20,0.0006,0.1626,0.0038
4h,2021,W4,CHZUSDT,0.085,"SMA(5,20)",5,20,0.002,0.085,0.0235
4h,2021,W4,TRXUSDT,0.0839,"SMA(5,50)",5,50,0.0,0.0839,0.0
4h,2021,W4,BNBUSDT,0.0808,"SMA(20,50)",20,50,0.0189,0.0836,0.2264
4h,2021,W4,ETCUSDT,0.0788,"SMA(5,50)",5,50,0.0086,0.1095,0.0788
4h,2021,W4,BTCUSDT,0.0765,"EMA(5,20)",5,20,0.0234,0.1,0.2345
4h,2021,W4,INJUSDT,0.0602,"EMA(20,100)",20,100,4.9211,0.1115,1.0
4h,2021,W4,ADAUSDT,0.059,"EMA(20,100)",20,100,1.1423,0.1015,1.0
4h,2021,W4,NEARUSDT,0.0452,"SMA(20,100)",20,100,1.062,0.1096,1.0
4h,2021,W4,DOTUSDT,0.0342,"EMA(20,100)",20,100,2.2891,0.0919,1.0
4h,2022,W1,LINKUSDT,0.3092,"SMA(5,100)",5,100,0.2493,0.3206,0.7776
4h,2022,W1,ICPUSDT,0.2051,"SMA(5,100)",5,100,0.1773,0.2129,0.8331
4h,2022,W1,ATOMUSDT,0.1568,"SMA(5,100)",5,100,0.5463,0.1568,1.0
4h,2022,W1,NEARUSDT,0.0182,"EMA(5,100)",5,100,0.5842,0.0717,1.0
4h,2022,W1,DASHUSDT,-0.0037,"EMA(5,20)",5,20,0.0143,0.1281,0.1117
4h,2022,W1,FETUSDT,-0.0231,"SMA(20,50)",20,50,-0.0766,0.0,0.0
4h,2022,W1,CRVUSDT,-0.1037,"EMA(20,100)",20,100,0.1719,0.0258,1.0
4h,2022,W2,NEARUSDT,0.3201,"EMA(20,100)",20,100,0.8714,0.5165,1.0
4h,2022,W2,DOGEUSDT,0.1692,"SMA(5,20)",5,20,0.1992,0.29,0.687
4h,2022,W2,DOTUSDT,0.096,"SMA(5,20)",5,20,0.079,0.1947,0.4056
4h,2022,W2,LTCUSDT,0.0938,"EMA(5,20)",5,20,0.1005,0.1614,0.6222
4h,2022,W2,BNBUSDT,0.0843,"SMA(5,20)",5,20,0.0824,0.1776,0.4639
4h,2022,W2,DYDXUSDT,0.0656,"SMA(5,20)",5,20,0.08,0.2328,0.3437
4h,2022,W2,SUPERUSDT,0.0629,"SMA(5,20)",5,20,0.016,0.1808,0.0884
4h,2022,W2,DEXEUSDT,0.0625,"SMA(20,50)",20,50,0.0445,0.0625,0.7119
4h,2022,W2,ADAUSDT,0.0547,"SMA(5,20)",5,20,0.0875,0.1587,0.5515
4h,2022,W2,DASHUSDT,0.0467,"SMA(5,50)",5,50,0.0314,0.0522,0.6022
4h,2022,W2,SOLUSDT,0.0466,"SMA(20,50)",20,50,0.0032,0.0986,0.0327
4h,2022,W2,ETCUSDT,0.0441,"SMA(5,20)",5,20,0.0812,0.1386,0.5859
4h,2022,W2,SHIBUSDT,0.0441,"SMA(5,20)",5,20,0.0856,0.1697,0.5045
4h,2022,W2,ATOMUSDT,0.0366,"SMA(5,100)",5,100,0.6224,0.1602,1.0
4h,2022,W2,AVAXUSDT,0.0348,"SMA(20,50)",20,50,-0.0101,0.1246,0.0
4h,2022,W2,CRVUSDT,0.0345,"SMA(5,20)",5,20,0.1373,0.2765,0.4967
4h,2022,W2,HBARUSDT,0.0343,"SMA(20,50)",20,50,0.013,0.1004,0.1295
4h,2022,W2,ETHUSDT,0.0319,"EMA(10,20)",10,20,0.0285,0.099,0.2879
4h,2022,W2,BTCUSDT,0.0294,"EMA(10,20)",10,20,-0.0005,0.0552,0.0
4h,2022,W2,XLMUSDT,0.0138,"SMA(20,100)",20,100,-0.0142,0.0802,0.0
4h,2022,W2,AAVEUSDT,0.0113,"SMA(20,50)",20,50,0.0816,0.1493,0.5465
4h,2022,W2,XRPUSDT,0.0065,"EMA(5,20)",5,20,0.003,0.0723,0.0412
4h,2022,W2,ENJUSDT,0.0063,"SMA(20,50)",20,50,0.0109,0.1231,0.0886
4h,2022,W2,INJUSDT,0.0033,"SMA(20,50)",20,50,0.0222,0.0864,0.2568
4h,2022,W2,JSTUSDT,0.0018,"SMA(5,20)",5,20,0.0297,0.0981,0.3029
4h,2022,W3,DYDXUSDT,0.0725,"SMA(10,100)",10,100,0.1054,0.2448,0.4306
4h,2022,W3,ADAUSDT,-0.1173,"SMA(20,100)",20,100,-0.1263,0.0,0.0
4h,2022,W3,ATOMUSDT,-0.1352,"EMA(20,100)",20,100,0.249,0.0,0.0
4h,2022,W4,BTCUSDT,0.0387,"SMA(5,20)",5,20,0.0155,0.1204,0.1284
4h,2022,W4,AVAXUSDT,0.0102,"SMA(20,50)",20,50,0.0233,0.1798,0.1297
4h,2022,W4,ZENUSDT,0.0096,"SMA(5,20)",5,20,0.1292,0.2612,0.4949
4h,2022,W4,BNBUSDT,0.0084,"SMA(5,50)",5,50,0.006,0.1214,0.0494
4h,2022,W4,JSTUSDT,0.001,"SMA(5,20)",5,20,0.0814,0.1637,0.4971
4h,2022,W4,DOGEUSDT,-0.0049,"SMA(20,50)",20,50,0.0107,0.1184,0.0904
4h,2022,W4,ETHUSDT,-0.0085,"EMA(5,20)",5,20,0.0,0.1381,0.0
4h,2022,W4,XLMUSDT,-0.0226,"EMA(5,20)",5,20,0.0,0.1278,0.0
4h,2022,W4,ETCUSDT,-0.024,"SMA(5,20)",5,20,0.0379,0.1195,0.3171
4h,2022,W4,ENJUSDT,-0.0307,"SMA(5,20)",5,20,0.0366,0.2057,0.1781
4h,2022,W4,DEXEUSDT,-0.0387,"SMA(5,20)",5,20,0.0205,0.1313,0.1564
4h,2022,W4,BCHUSDT,-0.0394,"EMA(5,20)",5,20,0.0,0.1,0.0
4h,2022,W4,TRXUSDT,-0.0467,"SMA(5,20)",5,20,0.0189,0.0987,0.1919
4h,2022,W4,ALGOUSDT,-0.0549,"SMA(5,20)",5,20,0.0221,0.1346,0.164
4h,2022,W4,LINKUSDT,-0.0692,"SMA(5,20)",5,20,0.0,0.1538,0.0
4h,2022,W4,DASHUSDT,-0.079,"SMA(10,20)",10,20,0.0313,0.134,0.2334
4h,2022,W4,HBARUSDT,-0.0823,"EMA(5,20)",5,20,0.0,0.1162,0.0
4h,2022,W4,CHZUSDT,-0.0846,"SMA(10,20)",10,20,0.013,0.1106,0.1172
4h,2023,W1,FETUSDT,0.6987,"SMA(5,20)",5,20,0.6466,0.7118,0.9084
4h,2023,W1,LDOUSDT,0.5485,"SMA(10,20)",10,20,0.5615,0.5485,1.0
4h,2023,W1,SOLUSDT,0.3136,"EMA(5,20)",5,20,0.3136,0.335,0.9359
4h,2023,W1,ETCUSDT,0.2768,"SMA(10,20)",10,20,0.2908,0.2784,1.0
4h,2023,W1,NEARUSDT,0.248,"SMA(5,20)",5,20,0.1982,0.253,0.7832
4h,2023,W1,OPUSDT,0.1993,"SMA(10,20)",10,20,0.2073,0.1993,1.0
4h,2023,W1,ARUSDT,0.1324,"SMA(5,50)",5,50,0.0437,0.1324,0.33
4h,2023,W1,ADAUSDT,0.1284,"SMA(10,20)",10,20,0.1252,0.1293,0.9681
4h,2023,W1,ALGOUSDT,0.1208,"EMA(10,20)",10,20,0.1467,0.1208,1.0
4h,2023,W1,DASHUSDT,0.1106,"SMA(10,20)",10,20,0.0677,0.1189,0.5694
4h,2023,W1,ZECUSDT,0.1096,"EMA(10,20)",10,20,0.056,0.1308,0.428
4h,2023,W1,DYDXUSDT,0.1066,"EMA(10,20)",10,20,0.0926,0.1137,0.815
4h,2023,W1,LTCUSDT,0.099,"SMA(10,100)",10,100,0.1241,0.099,1.0
4h,2023,W1,APTUSDT,0.0978,"SMA(5,50)",5,50,0.1071,0.1071,1.0
4h,2023,W1,FILUSDT,0.0935,"SMA(10,20)",10,20,0.0935,0.0935,1.0
4h,2023,W1,CHZUSDT,0.087,"EMA(5,20)",5,20,0.0574,0.0881,0.6515
4h,2023,W1,DOTUSDT,0.0859,"SMA(10,20)",10,20,0.0734,0.0859,0.8546
4h,2023,W1,ATOMUSDT,0.0858,"SMA(10,50)",10,50,0.1436,0.0877,1.0
4h,2023,W1,AVAXUSDT,0.0851,"EMA(10,20)",10,20,0.0492,0.0952,0.5165
4h,2023,W1,ENJUSDT,0.0842,"SMA(10,50)",10,50,0.0878,0.0937,0.9369
4h,2023,W1,INJUSDT,0.0829,"EMA(5,20)",5,20,0.062,0.095,0.652
4h,2023,W1,AAVEUSDT,0.0812,"SMA(5,20)",5,20,0.0508,0.0812,0.6247
4h,2023,W1,HBARUSDT,0.0795,"SMA(20,50)",20,50,0.0287,0.0824,0.3485
4h,2023,W1,XLMUSDT,0.0677,"SMA(5,50)",5,50,0.0313,0.0677,0.4628
4h,2023,W1,SUPERUSDT,0.0665,"SMA(10,20)",10,20,0.0417,0.0692,0.6023
4h,2023,W2,APTUSDT,1.0304,"SMA(5,50)",5,50,1.2245,1.049,1.0
4h,2023,W2,SOLUSDT,0.8084,"EMA(5,20)",5,20,1.4281,0.8111,1.0
4h,2023,W2,OPUSDT,0.5768,"SMA(5,50)",5,50,0.8709,0.5768,1.0
4h,2023,W2,FETUSDT,0.4835,"SMA(5,20)",5,20,1.5228,0.6956,1.0
4h,2023,W2,CRVUSDT,0.4764,"SMA(10,50)",10,50,0.5467,0.4764,1.0
4h,2023,W2,NEARUSDT,0.4586,"SMA(5,50)",5,50,0.7174,0.4605,1.0
4h,2023,W2,AVAXUSDT,0.452,"EMA(10,20)",10,20,0.5143,0.452,1.0
4h,2023,W2,LDOUSDT,0.428,"EMA(5,20)",5,20,1.1598,0.428,1.0
4h,2023,W2,FILUSDT,0.4251,"SMA(10,50)",10,50,0.5804,0.4281,1.0
4h,2023,W2,ENJUSDT,0.3698,"SMA(10,50)",10,50,0.4661,0.3698,1.0
4h,2023,W2,ARUSDT,0.368,"SMA(5,50)",5,50,0.4051,0.368,1.0
4h,2023,W2,HBARUSDT,0.346,"SMA(20,50)",20,50,0.3916,0.346,1.0
4h,2023,W2,AAVEUSDT,0.3457,"SMA(5,20)",5,20,0.4267,0.3457,1.0
